0.000000000000000000e+00,-3.480982177043352721e-03,-7.661116162605887889e-03,4.036824818801638265e-02,3.406937987448515476e-02,-5.481244178686028347e-03,1.182630067714007110e-01,1.598264964506272701e-02,-9.961473877611624200e-03,-1.574154531007466301e-02,2.872728263480272930e-03,1.574393968963532300e-02,2.583153772267864426e-02,-4.500781824908532680e-03,2.149747414109238249e-03,-1.417379033813573384e-04,-9.779505697796220948e-03,5.996458729964441320e-02,4.691892582363832442e-02
-3.480982177043352721e-03,0.000000000000000000e+00,-1.697076704014009382e-02,5.304772568642419917e-02,5.852002765900079367e-02,-8.333616353651021949e-03,8.546490929329948749e-02,-1.316133721534037612e-02,-8.672018658981667932e-03,-1.012542213924430036e-02,-1.816485574258476857e-02,1.460031019240448126e-02,1.896311108028678888e-02,-1.299933152301000795e-02,-1.223647200025483606e-02,-4.239389943653292317e-03,-1.444671961283065451e-02,3.998064507675670731e-02,1.394560965896715111e-02
-7.661116162605887889e-03,-1.697076704014009382e-02,0.000000000000000000e+00,-1.599900713390420325e-03,3.776363431700286571e-02,-1.636332116196289113e-02,2.543242528664848429e-02,-3.549292611054956966e-03,4.665117852332870824e-02,1.267667713297540577e-02,2.745454775933751316e-03,-1.762142243156247443e-02,4.468946736858433327e-02,5.482600233772514514e-02,2.925036235151266296e-03,2.905304059542785679e-03,-1.015201308060329930e-03,5.245631001757268975e-04,2.874670923633478731e-02
4.036824818801638265e-02,5.304772568642419917e-02,-1.599900713390420325e-03,0.000000000000000000e+00,7.471013876871992858e-03,6.047541236086297761e-02,5.980646519495121799e-02,5.898366802016328722e-03,8.461802989641417638e-02,2.046749182436508052e-02,-1.495999701940972301e-02,-1.239477693470273159e-02,-1.380316748872375057e-02,3.526493961733379143e-04,5.350389718091067177e-03,7.369481520008195133e-03,8.895856279451720694e-02,9.945693974011878338e-03,3.824379094815712199e-02
3.406937987448515476e-02,5.852002765900079367e-02,3.776363431700286571e-02,7.471013876871992858e-03,0.000000000000000000e+00,6.448740158783499918e-03,1.963570691807586116e-02,6.207296912556459385e-03,2.802425122529714901e-02,4.369717695749016084e-02,1.575330474986054094e-02,-1.553512115180285223e-02,2.418278423905766833e-02,-1.324079861492156659e-02,2.258149901562447187e-03,-1.674602711616068938e-04,2.554728574864763985e-02,2.355878240710502711e-02,7.499359201511871138e-03
-5.481244178686028347e-03,-8.333616353651021949e-03,-1.636332116196289113e-02,6.047541236086297761e-02,6.448740158783499918e-03,0.000000000000000000e+00,3.298165988834440149e-02,1.845970431116145116e-03,9.044470959742857002e-03,-1.125983066477462269e-02,5.967430114071997855e-04,3.820060828504030087e-02,1.102197869255804388e-02,-3.931911306569692115e-03,1.059524545411015019e-02,5.840937899147278373e-02,1.517798165006026614e-02,8.013781404831384764e-03,3.475117035080571570e-02
1.182630067714007110e-01,8.546490929329948749e-02,2.543242528664848429e-02,5.980646519495121799e-02,1.963570691807586116e-02,3.298165988834440149e-02,0.000000000000000000e+00,1.842875123345239646e-02,2.418812369723403327e-02,5.628887608956802818e-02,-1.241222691091955870e-02,2.142952939418866967e-03,-1.620380542179868100e-03,2.564723359516549173e-02,-1.355837346837356593e-02,1.817673038172917116e-02,4.546908599455652678e-02,5.419548424774254386e-02,1.949507953533632237e-02
1.598264964506272701e-02,-1.316133721534037612e-02,-3.549292611054956966e-03,5.898366802016328722e-03,6.207296912556459385e-03,1.845970431116145116e-03,1.842875123345239646e-02,0.000000000000000000e+00,5.418095809895849546e-02,9.820148418200902452e-02,-1.471024820448554003e-02,-4.056659151541379058e-03,5.624222226647070805e-02,1.769196296750749631e-02,-1.215505122792655962e-02,2.448386918379902646e-02,2.524177201595580872e-02,2.977831484214534582e-03,-6.848995360690675327e-03
-9.961473877611624200e-03,-8.672018658981667932e-03,4.665117852332870824e-02,8.461802989641417638e-02,2.802425122529714901e-02,9.044470959742857002e-03,2.418812369723403327e-02,5.418095809895849546e-02,0.000000000000000000e+00,5.143929636019491797e-02,1.087564425538798188e-02,4.981148729525472930e-04,4.874520059925176868e-02,1.875537880453631567e-02,1.965573782263903800e-03,6.470843938105641513e-02,2.879064024971375590e-02,1.349739818391915668e-02,2.997530542526797431e-02
-1.574154531007466301e-02,-1.012542213924430036e-02,1.267667713297540577e-02,2.046749182436508052e-02,4.369717695749016084e-02,-1.125983066477462269e-02,5.628887608956802818e-02,9.820148418200902452e-02,5.143929636019491797e-02,0.000000000000000000e+00,1.360551714333571582e-02,-1.005061468033681925e-03,3.952715995925192016e-02,3.020327966153332072e-02,-5.830121092539128011e-03,8.183731849695967397e-02,1.679480900772303137e-02,1.932256368699260610e-02,2.638948260033658830e-02
